Segment ID,Source Segment,Segment Origin,Comments,Human Translation,Human Translation rating,Google Translate,Google Translate rating,Kakao i,Kakao i rating
103,"El presidente de EE.UU. no está en las papeletas de las elecciones legislativas de este martes, pero sí lo está su figura y su futuro político. ",ABC,,미 대통령이 이번 주 화요일 입법의회 선거의 투표용지에는 없지만 그의 모습과 그의 정치적 미래는 거기 존재한다.  ,2,미국 대통령 화요일에 입법 선거에 투표하지는 않았지만 그의 인물과 그의 정치적 미래는 있습니다. ,3,"미국 대통령 이번 화요일의 입법 선거 투표에 포함되지는 않았지만, 그의 인물과 정치적 미래는 그렇다.",1
104,"La cita con las urnas es un juicio a su presidencia -formidable para unos, infame para otros, polarizante sin duda-, un referéndum al «trumpismo». ",ABC,,"이번 선거는 (일부에게는 위대하고 일부에게는 악명 높은, 그러나 의심의 여지없이 분열을 조장하는) 트럼프 정부에 대한 심판이자 ""트럼프주의""에 대한 국민투표다. ",1,"투표소와의 약속은 그의 대통령 대행의 재판이다. 다른 사람들에게는 악명이 높으며 의심의 여지없이 ""트럼프즘""에 대한 국민 투표가 실시된다.",2,투표함 인용문은 대통령직에 대한 판단입니다. 일부는 형성되고 다른 사람들은 악명 높으며 양극화되고 의심할 여지없이 '트럼프주의'에 대한 국민 투표입니다.,3
105,"Sus resultados, además, determinarán su capacidad de maniobra en la segunda parte de su mandato y sentarán las bases de la reelección.",ABC,,또한 이번 선거 결과는 그의 남은 임기 운영 능력을 결정 짓고 재선의 토대가 될 전망이다.,1,그들의 결과는 또한 위임장의 두 번째 부분에서 기동성을 결정하고 재선거를위한 기반을 마련 할 것입니다.,3,그 결과는 또한 임기의 두 번째 부분에서 기동 능력을 결정하고 재선의 토대를 마련할 것입니다.,2
106,Todo explica que Trump apenas se haya quitado el traje electoral este otoño. ,ABC,,그러나 트럼프 대통령이 올 가을에도 선거 운동을 전혀 포기할 줄 모른다는 분석이다.  ,1,이번 가을에 트럼프가 그의 선거를 막 제거했다고 모든 것이 설명됩니다.,3,트럼프가 올 가을에 선거복을 거의 벗지 않았다는 것은 모든 것을 설명한다.,2
107,Se ha subido el escenario electoral casi una vez cada dos días. ,ABC,,거의 이틀의 한 번 꼴로 선거 현장이 올라왔다.  ,1,선거 장면은 거의 2 일에 1 번 제기되었습니다. ,2,선거 시나리오는 거의 이틀에 한 번 상승했다.,3
108,"Desde el 6 de septiembre hasta el 6 de noviembre, el día de las elecciones, habrá protagonizado treinta mítines.",ABC,,그는 9월 6일부터 선거날인 11월 6일까지 30회의 집회를 주최했다.,3,선거 당일 9 월 6 일부터 11 월 6 일까지 그는 30 번의 회의를 개최 할 예정이다.,2,"9월 6일부터 11월 6일까지, 선거일에는 30개의 집회가 있을 것이다.",1
109,"«Yo no estoy en las papeletas, pero sí lo estoy, porque esto también es un referéndum sobre mí», dijo recientemente en un mitin en Misisipí. ",ABC,,"""나는 선거용지에 없다. 그러나 나는 거기에 존재할 것이다. 왜냐하면 이 선거 역시 나에 대한 국민투표이기 때문이다."" 라고 그는 최근 미시시피에서 열린 한 집회에서 밝혔다. ",1,"미시시피 주에서의 집회에서 그는 ""나는 투표 용지가 아니지만 나는 국민 투표이기도하다. ",2,"“나는 투표에 있지 않지만, 나는 투표에 있다. 왜냐하면 이것은 또한 나에 대한 국민 투표이기 때문이다.” 그는 최근 미시시피에서 열린 집회에서 말했다.",1
110,"«Pretended que estoy en la votación», pidió a sus seguidores.",ABC,,"""내가 선거에 존재하는 것처럼 행동하라""라고 집회자들에게 요구했다.",1,«내가 투표 한 척해라»그는 추종자들에게 물었다.,2,“내가 투표 중인 척했다.” 그는 추종자들에게 물었다.,2
111,Es una exigencia fácil de cumplir. ,ABC,,들어주기 쉬운 요구이다. ,1,성취하기 쉬운 요구 사항입니다. ,1,그것은 쉽게 충족될 수 있는 요구이다.,2
112,Trump ha monopolizado el discurso político desde que se presentó a la presidencia de EE.UU. en junio de 2015. ,ABC,,트럼프 대통령은 2015년 6월 대통령에 취임한 이래 정치 연설을 독점해 왔다. ,1,트럼프는 미국 대통령직에 출마 한 이후 정치 담론을 독점했다. 2015 년 6 월,2,트럼프는 미국 대통령에 출마한 이후 정치 연설을 독점했다. 2015년 6월에,2
113,"Una vez en la Casa Blanca, quienes confiaban -sobre todo, sus aliados republicanos- en que adoptaría un tono «presidencialista» se han topado con que Trump sigue en campaña de sí mismo. ",ABC,,"한번은 ""대통령제""의 특성대로 행동할 것으로 믿었던 백악관과 자신의 선거운동을 계속하는 트럼프가 충돌했다.  ",2,"백악관에서 한 번 공화당 동맹국 인 공화당 동맹국들에 대해 ""대통령 주의적 입장""을 채택 할 것을 신뢰 한 사람들은 트럼프가 여전히 스스로 선거 운동을하고 있음을 발견했다.",2,백악관에 도착하자 공화당 동맹국들이 트럼프가 여전히 자기 캠페인을 하고 있다는 것을 알게 되었다.,1
114,"Su lenguaje de confrontación, el insulto habitual, las referencias de tono racista y sexista y las filtraciones sobre el caos en la Casa Blanca han copado los medios, que aman odiar al presidente.",ABC,,"적대적인 언어 사용, 의례적인 인신공격성 발언, 인종 차별 및 성 차별적 발언, 백악관의 내부 혼란 유출 등 그의 행동은 대통령을 끌어내리기 좋아하는 언론을 뒤덮었다.",1,"그의 대립 언어, 통상적 인 모욕, 인종 차별주의 및 성 차별주의의 언급, 백악관의 혼돈에 대한 누출이 언론을 점령 해 대통령을 싫어한다.",3,"그의 대결 언어, 평범한 모욕, 인종 차별적이고 성 차별적인 말투, 백악관의 혼란에 대한 누출은 대통령을 싫어하는 언론을 함께 모았습니다.",2
115,"Su figura, además, domina a ambos partidos. ",ABC,,그의 그림자는 또한 정치계도 뒤덮었다.  ,2,그의 인물은 또한 양당을 지배합니다. ,1,게다가 그의 인물은 두 정당을 지배한다.,3
116,"Los apoyos de Trump -con una opinión muy favorable de sus bases- han puesto y quitado candidatos republicanos, que no tienen más remedio que proclamar su adhesión al jefe. ",ABC,,"(자신의 정치적 토대에 매우 긍정적인) 트럼프 대통령의 지지가 공화당 후보들의 출마 여부를 결정했고, 그들은 자신들의 지도자를 지지할 수 밖에 없는 상황이다.  ",1,트럼프의 지원은 공화당 후보들을 두었다. 공화당 후보들은 입후보자의지지를 선언하는 것 외에는 선택의 여지가 없다. ,2,트럼프의지지는 그의 기지에 대한 매우 유리한 견해로 공화당 후보들을 배치하고 제거했다. 공화당 후보들은 그의 상사 가입을 선언할 수밖에 없다.,2
117,El caso más claro es el de Ted Cruz: ,ABC,,테드 크루즈가 그 자명한 예이다. ,1,가장 분명한 사례는 테드 크루즈의 것입니다 : ,2,가장 분명한 사례는 테드 크루즈 입니다.,1
118,como candidato a la presidencia llamó «mentiroso patológico» y «cobarde llorón» a Trump en 2016 y el mes pasado se vio obligado a invitarlo a un mitin para conservar su puesto como senador en Texas. ,ABC,,"그는 2016년 대선 후보였을 때 트럼프를 ""병적인 거짓말쟁이"" 그리고 ""겁쟁이 울보""라고 일컬었으나 지난달에는 텍사스 상원의원 자리를 지키기 위해 집회에 그를 초대해야 했다.  ",1,"대통령 후보로 그는 2016 년에 트럼프에게 ""병적 인 거짓말 쟁이""와 ""겁쟁이 족제비""라고 부르며 지난달 텍사스에서 상원 의원 자격을 유지하기 위해 그를 집회에 초대해야했다.",2,대통령 후보로 2016년 트럼프를 '병리적 거짓말'과 '울부 짖는 겁쟁이'라고 불렀고 지난 달 텍사스에서 상원 의원직을 유지하기 위해 집회에 초청해야했습니다.,2
119,"Los demócratas, por su lado, compiten por demostrar quién es más «anti Trump».",ABC,,"한편 민주당은 누가 더 ""반 트럼프""인지 증명하기 위해 경쟁하고 있다.",1,"반면에 민주당은 누가 더 ""트럼프 반대""인지를 증명하기 위해 경쟁합니다.",1,민주당은 반 트럼프가 누구인지를 증명하기 위해 경쟁하고 있다.,2
120,"Los nombres que aparecen en las papeletas son los de los candidatos al Congreso y cientos de autoridades estatales, desde gobernadores de estados hasta concejales de distrito. ",ABC,,"투표용지에 적힌 이름들은 의회 후보자들과 수백 명의 주지사, 구의원이다. ",1,투표 용지에 표시되는 이름은 의회 후보자와 주 정부 당국에서 지방 공무원에 이르는 수백 개 주 당국의 이름입니다. ,2,투표 용지에 나타나는 이름은 의회 후보자와 주 주지사에서 지구 의원에 이르기까지 수백 개의 주 당국의 이름입니다.,2
121,"La Cámara de Representantes renueva por completo sus 435 miembros, mientras que el Senado elige a un tercio de sus cien legisladores.",ABC,,하원은 435인 전원을 교체하는 한편 상원은 100인 중 1/3을 선출한다.,1,하원은 435 명의 회원을 완전히 갱신하고 상원은 100 명의 입법 원 중 3 분의 1을 선출합니다.,2,하원은 435 명의 위원을 완전히 갱신하고 상원은 100 명의 의원 중 3 분의 1을 선출합니다.,2
122,"En los primeros dos años de presidencia de Trump, las dos cámaras del Congreso tenían mayoría republicana, lo que no ha sido suficiente para que Trump impulsara puntos centrales de su agenda, como el desmantelamiento de la reforma sanitaria de Barack Obama o la financiación del muro con México, la estrella de su campaña.",ABC,,트럼프 대통령의 임기 첫 2년간 의회 내각의 절반은 공화당이었다. 이는 트럼프 대통령이 버락 오바마 대통령의 복지제도를 폐쇄하거나 멕시코 국경 장벽을 설치하는 등 그의 선거운동의 꽃이 되었던 자신의 핵심 의제들을 추진하는 데 충분하지 않은 숫자였다. ,1,"대통령 트럼프의 첫 2 년 동안, 의회의 두 집은 트럼프 충분하지 않은 공화당의 대부분은, 예를 들면 건강 개혁 버락 오바마의 해체 또는 벽 자금으로, 그의 의제의 중심 포인트를 재촉했다 그의 캠페인의 스타 인 멕시코와.",3,트럼프 대통령의 첫 2년 동안 의회의 두 하원은 공화당 다수를 지켰다. 트럼프가 버락 오바마의 건강 개혁 해체 또는 멕시코와의 벽 자금 조달과 같은 의제의 핵심 포인트를 추진하기에 충분하지 않았다.,2
123,"Ahora, todo apunta a que el bloqueo legislativo será mucho mayor tras las legislativas. ",ABC,,이제 입법의회 선거 이후로 법적 훼방이 더 심해질 것이라는 전망이 파다하다. ,2,이제 입법 봉쇄에 대한 모든 내용은 입법 후에 훨씬 커질 것입니다. ,1,이제 입법 봉쇄가 입법 봉쇄보다 훨씬 더 커질 것이라는 것이 모든 목표입니다.,3
124,"Las encuestas dicen que los demócratas recuperarán la Cámara de Representantes, y la duda es cuál será la ventaja final. ",ABC,,여러 여론조사에 의하면 민주당이 하원을 되찾을 것이다. 문제는 결국 누구에게 이득이 될 것이냐이다. ,1,"여론 조사는 민주당 원들이 하원 의원을 되찾을 것이고, 의문점은 최종 우위가 될 것이라고 말했습니다. ",2,"여론조사에 따르면 민주당은 하원을 되찾을 것이며, 궁극적 인 이점이 무엇인지에 대한 의문이 제기됩니다.",1
125,"En el Senado, el vuelco demócrata es mucho más difícil, porque buena parte de los escaños en juego están en territorio favorable para los republicanos. ",ABC,,상원에서는 민주당의 뒤집기가 훨씬 더 어렵다. 왜냐하면 빈 의석이 대부분 공화당 강세 지역이기 때문이다.  ,2,상원 의석에서 민주당 전복은 훨씬 어려워진다. 공화당 의원들 대부분이 공화당의 유리한 영역에 있기 때문이다. ,1,상원에서는 민주당의 전복이 훨씬 더 어렵습니다. 왜냐하면 많은 좌석이 공화당에 유리한 영토에 있기 때문입니다.,2
126,"De hecho, hay posibilidades de que los republicanos refuercen su mayoría, que hoy es mínima (51 senadores conservadores, por 49 demócratas).",ABC,,"아직은 최소 의석 수(보수 상원 51명, 민주당원 49)이지만 현재 공화당이 과반수를 강화할 가능성이 높다. ",1,"실제로, 공화당이 대다수를 강화할 가능성이있다. 공화당은 49 명의 민주당 원에 대해 보수당 의원 (상원 의원 51 명)이 최소한이다.",2,"실제로 공화당이 다수를 강화할 가능성이 있으며, 이는 오늘날 미미한 (49 명의 민주당 원에 의해 51 명의 보수당 상원 의원)이다.",2
127,"Con un resultado así, los demócratas tendrán la posibilidad de torpedear la agenda política de Trump, pero se encontrarán con la patata caliente de qué hacer con uno de los temas que ha protagonizado su presidencia:",ABC,,이 결과대로라면 민주당이 트럼프 대통령의 정치 의제를 방해할 공산이 크다. 하지만 트럼프 정부가 추진하던 사안을 어떻게 처리할지는 뜨거운 감자로 떠오를 것이다.  ,1,이러한 결과로 민주당은 트럼프의 정치적 의제를 어지럽 힐 수있는 가능성을 갖게 될 것입니다. 그러나 대통령 당선자를 이끌었던 문제들 중 무엇을 해야할지에 대한 고구마를 발견 할 것입니다.,2,"이런 결과를 낳으면 민주당은 트럼프의 정치적 의제를 어색하게 만들 수 있지만, 대통령직에 출연한 문제 중 하나에 대해 무엇을 해야할지 열띤 감자를 만날 것입니다.",3
128,"la investigación del supuesto complot de la campaña de Trump con Rusia, cuyos resultados no tardarán en llegar. ",ABC,,그것은 바로 트럼프 선거운동에의 러시아 개입 음모론을 조사하는 것이다. 그 결과는 곧 나올 것이다.  ,1,주장 음모 캠페인 트럼프와의 조사를 그의 결과는 오래 가지 않을 것이다. ,2,트럼프의 러시아 캠페인 음모에 대한 조사는 곧 나올 것이다.,1
129,La Cámara de Representantes es la responsable de impulsar el ‘impeachment’ o juicio político del presidente. ,ABC,,하원은 '탄핵' 혹은 대통령에 대한 정치적 심판 추진을 담당한다. ,1,하원은 대통령 탄핵 또는 탄핵 촉진을 담당합니다. ,3,하원은 대통령의 '임피치먼트'또는 탄핵을 추진할 책임이 있다.,2
130,"Las corrientes más izquierdistas del partido demócrata optarán por ese camino, lo que convertiría la segunda mitad del mandato de Trump en un circo político que estimularía al electorado republicano en defensa de su presidente.",ABC,,민주당의 극좌파 세력들은 이 길을 선택할 것이다. 이는 트럼프 정부의 임기 제2기를 대통령을 지지하는 공화당 유권자를 자극하는 정치적 서커스로 만들 것이다. ,1,민주당의 가장 좌파 전류는 대통령의 방어 공화당 유권자를 자극 할 정치적 서커스에서 트럼프의 위임 하반기을 만들 것이라고 경로를 선택합니다.,3,민주당의 좌파 성향은 트럼프의 임기 후반부를 공화당 유권자들이 대통령을 방어하도록 자극하는 정치 서커스로 전환시키는 길을 택할 것이다.,2
131,Las encuestas -como la historia se ha encargado de mostrar en los últimos años- pueden equivocarse. ,ABC,,(최근 몇 년간 역사가 말했듯이) 여론조사가 틀릴 수도 있다.  ,2,최근 몇 년 사이에 역사가 보여 주듯이 설문 조사는 잘못 될 수 있습니다. ,1,최근 몇 년간 역사의 주인공이었던 여론조사는 잘못될 수 있다.,3
132,"Sobre todo tras un cierre de campaña virulento, agitado por la campaña del miedo desatada por Trump a raíz de la caravana de inmigrantes y por los episodios de violencia -los paquetes bomba a sus enemigos politicos y, sobre todo, la matanza en la sinagoga de Pittsburgh- que parte de la opinión pública relaciona con el mensaje agresivo del presidente. ",ABC,,특히 캐러밴 이민 행렬로 트럼프가 퍼트린 두려움과 폭력을 행사한 일화(선거 경쟁자에 폭탄 가방을 투척했다거나 특히 피츠버그대학살) 등으로 촉발된 공격적인 선거 운동을 뒤에는 말이다. 일부 여론은 대통령의 공격적인 메시지와 연관되어 있다.  ,2,"특히 악의적 인 선거 운동 종료 후, 이민자들의 캐러밴과 폭력 사건의 결과로 트럼프가 쏟아내는 두려움에 대한 캠페인에 동요 됨. - 정치적 원수 폭파, 특히 무엇보다도 시나고그의 학살 피츠버그 - 여론의 일부는 대통령의 공격적인 메시지와 관련이 있습니다.",1,"특히 트럼프가 이민자 캐러밴과 폭력의 에피소드로 인해 촉발된 두려움 캠페인에 의해 격렬하게 폐쇄된 후, 패킷은 정치 적에게 폭탄을 투하하고 무엇보다도 피츠버그 회당에서의 학살은 여론의 일부가 대통령의 공격적인 메시지와 관련이 있습니다.",2
133,Habrá que ver si todo ello está detrás de la alta participación que se anticipa para este martes.,ABC,,이 모든 것이 이번 화요일 선거의 높은 지지율이 의미하는 것인지는 지켜볼 일이다.,1,이 모든 것이 이번 화요일에 예상되는 높은 투표율 뒤에 있는지 확인해야합니다.,2,이번 화요일에 예상되는 높은 참여 뒤에는 이 모든 것이 있는지 확인해야 한다.,3
134,"La popularidad del presidente mejora cuando deja los exabruptos de lado y consigue resultados, como la bajada de impuestas o la confirmación de Brett Kavanaugh como juez del Tribunal Supremo. ",ABC,,그가 분노의 질주를 멈추고 관세를 낮춘다거나 브렛 캐버노를 연방대법원 판사로 내정하는 등의 성과를 보였을 때 대통령 지지율은 상승했다.  ,1,부시 대통령의 인기는 그가 버드 대금을 제쳐두고 떠날 때 개선되고 세금 감면 또는 대법원 판사 브렛 카바 너 (Brett Kavanaugh)의 확인과 같은 결과를 얻는다. ,3,대통령의 인기는 파문을 제쳐두고 부과 된 하향 조정이나 대법원 판사 인 Brett Kavanaugh의 확인과 같은 결과를 얻을 때 향상됩니다.,2
135,"No es el camino elegido por Trump en el final de la campaña, que ha preferido repetir el guión de 2016.",ABC,,2016년의 시나리오를 반복하고 싶겠지만 선거운동의 끝은 트럼프 대통령이 정하는 게 아니다. ,1,캠페인이 끝나면 트럼프가 선택한 경로가 아니며 2016 년 스크립트를 반복하는 것이 좋습니다. ,3,2016년 대본을 반복하는 것을 선호했던 캠페인이 끝날 때 트럼프가 선택한 경로는 아닙니다.,2
136,Nadie le puede negar que entonces funcionó.,ABC,,어쨌든 통했다는 건 아무도 부정할 수 없다.,1,아무도 그 경로가 작동한다고 부인할 수 없습니다.,3,아무도 그 때 효과가 있었다는 것을 부인할 수 없다.,2
137,[HEADLINE] Polémicas elecciones en las regiones separatistas del este de Ucrania,ABC,,우크라이나 동부의 분리주의 지역에서 선거 논란,1,우크라이나 동부 분리주의 지역에서의 논란이 많은 선거,2,우크라이나 동부 분리주의지역의 정치선거,3
138,"[SUB-HEADLINE] La Unión Europea, Estados Unidos y Kiev califican los comicios de «ficticios e ilegítimos»",ABC,,"EU, 미국, 키예프 정부는 ""거짓되고 불법적인"" 선거로 간주하다.",1,"유럽 연합 (EU)과 미국, 키예프는 선거를 ""허구와 불법""이라고 부른다.",2,"유럽 연합, 미국, 키예프는 선거를 '소설과 불법'이라고 부른다.",2
139,"Pese a las críticas y advertencias de la OSCE y la mayor parte de los países de Occidente, las autoridades rebeldes de las repúblicas separatistas del este de Ucrania, Donetsk y Lugansk, se disponen hoy a celebrar «comicios» para elegir a sus respectivos líderes y a los diputados de los llamados «Consejos Populares».",ABC,,"OSCE와 주요 서구 국가들의 비판과 경고에도 불구하고 우크라이나 동부 분리주의 공화국의 반란정부인 도네츠크와 루간스크는 오늘 ""집회""를 열어 양 지역의 소위 ""인민의회"" 지도자와 의원을 선출했다.. ",2,"OSCE와 대부분의 서방 국가에 대한 비판과 경고에도 불구하고 우크라이나 동부 분리주의 반군 당국 인 도네츠크와 루간 스크는 오늘 각자의 지도자를 선출하기 위해 ""선거""를 개최 할 준비를하고있다. 소위 ""인민위원회""의 대리인.",3,OSCE와 대부분의 서방 국가들의 비판과 경고에도 불구하고 우크라이나 동부의 분리주의 공화국인 도네츠크와 루간 스크의 반군 당국은 오늘날 각각의 지도자와 소위 '인민 협의회'의 대리인을 선출하기 위한 '협상'을 개최할 준비가 되어 있습니다.,1
140,La Organización para la Seguridad y la Cooperación en Europa (OSCE) ha sido la última en condenar una decisión que viola los acuerdos de paz de Minsk. ,ABC,,유럽안보협력기구(OSCE)는 민스크 평화협정에 반하는 결정이라고 비난한 마지막 조직이다.  ,1,유럽 ,3,유럽 안보 협력기구 (OSCE)는 민스크 평화 협정을 위반 한 결정을 비난 한 마지막 사람입니다.,2
141,"Estas elecciones han sido también criticadas e incluso calificadas de «ficticias e ilegítimas» por la Unión Europa, EEUU y las autoridades de Kiev. ",ABC,,"또한 이 선거는 EU와 미국, 키예프 정부의 비난을 받았고 ""거짓되고 불법적인"" 선거로 간주되었다.  ",1,"이 선거는 유럽 연합, 미국 및 우크라이나 당국에 의해 ""허구와 사생아""로 비판 받고 심지어 비난을 받아왔다. ",2,"이 선거는 또한 유럽 연합, 미국 및 키예프 당국에 의해 '작동적이고 불법적인'것으로 비난 받고 심지어 비난 받았다.",3
142,"Según Enzo Moavero, presidente de turno de la OSCE y ministro de Exteriores italiano, los comicios en el este de Ucrania «van en contra de la letra y el espíritu de los acuerdos de Minsk».",ABC,,"OSCE 순번의장이자 이탈리아 외무부장관인 엔조 모아베로는 우크라이나 동부의 선거는 ""민스크 협정의 골자와 정신에 위배된다""고 밝혔다.  ",1,"OSCE 의장 겸 이탈리아 외무 장관 인 Enzo Moavero에 따르면 우크라이나 동부의 선거는 ""민스크 협약의 서신과 정신에 어긋난다""고 말했다.",2,OSCE의 수석 위원장이자 이탈리아 외무 장관인 Enzo Moavero에 따르면 우크라이나 동부의 선거는 민스크 협정의 편지와 정신에 반하는 것이다.,2
143,"El presidente ucraniano, Piotr Poroshenko, cree que «Rusia debería haber influido para evitar la celebración de las elecciones y ha hecho lo contrario, demostrando así que no quiere propiciar una solución pacífica». ",ABC,,"페트로 포로셴코 우크라이나 대통령은 ""선거를 막기 위해 러시아가 개입했을 것이고 정반대로 움직여 평화적인 해결책을 원하지 않는다는 입장을 드러낸 것""이라고 밝혔다.  ",2,"우크라이나의 Piotr Poroshenko 대통령은 ""러시아는 선거를 막기 위해 영향을 미쳐야하고, 반대 입장을 취한 것으로 평화적 해결책을 홍보하고 싶지 않다는 것을 보여주고있다""고 믿는다.",2,"우크라이나 대통령 피오트르 포로 첸코는 ""러시아는 선거 개최를 막기 위해 영향을 미쳤어야하며 반대의 행동을 했기 때문에 평화로운 해결책을 제시하기를 원하지 않는다""고 믿는다.",1
144,"Según su opinión, «los resultados de esta convocatoria jamás serán reconocidos por la Comunidad Internacional (...) y provocarán la adopción de nuevas sanciones contra Rusia».",ABC,,"그는 ""이 선거의 결과는 절대 국제사회의 인정을 받지 못할 것이고 (...) 러시아의 새로운 제재를 받아들이는 결과를 초래할 것이다.""라고 밝혔다. ",1,"그의 견해로는 ""이 호의 결과는 국제 사회 (...)에 의해 인정되지 않으며 러시아에 대한 새로운 제재의 채택으로 이어질 것""이라고 말했다.",3,그의 견해로는 '이 소집의 결과는 국제 사회 (...)에 의해 결코 인정되지 않을 것이며 러시아에 대한 새로운 제재의 채택을 초래할 것'이라고 말했다.,2
145,Pero en Moscú piensan de otra manera. ,ABC,,그러나 러시아 정부는 생각이 다르다.  ,1,그러나 모스크바에서 그들은 다르게 생각합니다. ,3,하지만 모스크바에서는 그렇지 않다.,2
146,"El portavoz del Kremlin, Dmitri Peskov, dijo el martes que las elecciones organizadas por los separatistas «no vulneran los acuerdos de paz». ",ABC,,"드미트리 페스코프 크렘린궁 대변인은 분리주의자들의 선거는 ""평화협정을 위반하지 않는다""라고 화요일 밝혔다.  ",1,드미트리 페스 코프 (Dmitri Peskov) 러시아 대변인은 화요일 분리 주의자들에 의해 조직 된 총선은 평화 협정을 위반하지 않는다고 밝혔다. ,3,드미트리 페스코프 크렘린 대변인은 화요일 분리 주의자들이 주최한 선거가 평화 협정을 위반하지 않는다고 말했다.,2
147,"A juicio de Peskov, «quienes demuestran poco deseo de que se aplique lo pactado en Minsk son las autoridades de Kiev».",ABC,,"그는 ""민스크의 합의 사안을 적용하지 않으려는 것은 바로 키예프 정부""라고 밝혔다.",2,"Peskov에 따르면, ""민스크에서 협약을 적용하려는 욕구가 거의없는 사람들은 키예프 당국이다.""",1,페스 코프의 견해로는 '민스크에서 합의한 것이 시행되기를 바라는 사람은 키예프 당국이다'.,2
148,"Lo firmado en Minsk, el 12 de febrero de 2015, contempla la devolución a Ucrania del control de la frontera con Rusia, en los tramos que corresponden a Donetsk y Lugansk, y la celebración en ambos territorios de elecciones realmente libres y democráticas con arreglo a la legislación ucraniana. ",ABC,,2015년 2월 12일 채택된 민스크협정은 도네츠크와 루간스크 지역의 러시아와 접한 국경의 통제권을 우크라이나에 반환할 것과 이 두 지역에서 우크라이나 법에 따라 자유롭고 민주적인 지방 선거를 실시할 것에 대한 내용을 담고 있다.   ,2,2015 년 2 월 12 일 민스크에서 서명 한이 협정은 도네츠크와 루 간츠크에 해당하는 부분에서 러시아와의 국경 통제에 대한 우크라이나로의 회귀와 그에 따른 자유와 민주주의 선거의 두 영역 모두에서의 축하를 고찰한다. 우크라이나 입법.,2,2015년 2월 12일 민스크에서 서명한 것은 도네츠크와 루간 스크의 국경에서 러시아와의 국경 통제를 우크라이나로 반환하고 우크라이나 법에 따라 진정으로 자유롭고 민주적인 선거 영토를 개최하는 것을 포함합니다.,1
149,"A cambio, Kiev debe conceder a los dos enclaves un sistema de autogobierno. ",ABC,,그 대가로 키예프 정부는 이 두 지역에 자치정부제도를 부여해야 한다. ,1,그 대가로 키에프는 두 영토를 자치 체제로 만들어야합니다. ,2,그 대가로 키예프는 두 영토에 자치 제도를 부여해야 한다.,2
150,Pero la desconfianza mutua mantiene el proceso en punto muerto mientras los enfrentamientos armados se suceden de forma esporádica.,ABC,,그러나 상호간의 불신으로 절차가 진행되지 않고 있고 군사 대치는 산발적으로 진행되고 있다.,1,그러나 상호 불신은 무력 충돌이 산발적으로 발생하는 동안 중립적 인 과정을 유지합니다.,2,그러나 상호 불신은 무력 충돌이 산발적으로 일어나는 동안 프로세스를 교착 상태로 유지합니다.,3
151,"El «presidente» en funciones de Donetsk y favorito para obtener la mayoría de los votos, Denís Pushilin, explicó a comienzo de mes que la república «necesita celebrar estas elecciones» para dotarse de líder y asamblea local. ",ABC,,"도네츠크 ""대통령"" 대행이자 과반수 득표로 당선된 데니스 푸실린은 도네츠크 공화국이 이 지역의 지도자와 의회를 수립하기 위해 ""이 선거를 실시해야 한다""고  이달 초 밝혔다.  ",1,"도네츠크의 대통령과 대다수의 투표를 얻으려는 데니스 푸 스틸 린 (Denis Pushilin)은 이달 초 공화당이 ""선거를 개최해야한다""고 설명하면서 지도자와 지방 의회가되었다.",2,도네츠크의 대통령직과 과반수 득표에 가장 좋아하는 데니 푸실린 대통령은 이달 초 공화국이 지도자와 지방 의회를 갖기 위해 '이 선거를 개최해야 한다'고 설명했다.,3
152,"Prometió que transcurrirán «de forma transparente y cumpliendo todos los estándares internacionales», algo que no se cree nadie salvo Moscú. ",ABC,,"그는 ""투명하고 국제 기준을 모두 준수하는"" 선거를 실시하겠다고 약속했다. 러시아 정부를 제외하고는 아무도 믿지 않는 것이다. ",2,그는 투명한 방식으로 모든 국제 표준을 준수 할 것이라고 약속했다. 모스코바 만 믿는 사람은 없다. ,3,그는 모스크바 이외의 누구도 믿지 않는 '모든 국제 표준에 투명하고 준수하는'일을 약속했습니다.,1
153,"El jefe de los Servicios de Seguridad de Ucrania (SBU), Vasili Gritsak, sostiene que las actas con los resultados de los comicios «ya están confeccionadas».",ABC,,"우크라이나 보안 당국(SBU)의 바실리 그리착 국장은 선거 결과가 담긴 문서가 이미 ""작성되어 있다""고 주장했다. ",2,우크라이나 보안 서비스 총괄 책임자 인 바실리 그 리삭 (Vasili Gritsak)은 선거 결과에 대한 회의록은 이미 준비가되어 있다고 주장했다.,1,우크라이나 보안 서비스 (SBU)의 바실리 그리삭 책임자는 선거 결과가 담긴 기록이 이미 작성되었다고 주장한다.,2
154,"El pasado agosto, fue asesinado en un atentado todavía sin esclarecer el que había sido jefe de la autoproclamada República Popular de Donetsk (DNR) durante casi cuatro años, Alexánder Zajárchenko.",ABC,,지난 8월 의문의 공격으로 살해된 알렉산더 자카르첸코 거의 4년간 자칭 도네츠크 인민공화국을 집권한 지도자였다. 여전히 명확히 밝혀지지 않았다. ,2,"지난 8 월, 알렉산더 자 자르 첸코 (Alexander Zajárchenko)는 자신이 주장한 도네 치크 인민 공화국 (Donetsk People 's Republic, DNR)의 머리로 4 년 가까이 머물렀다는 점을 아직도 분명히 모르는 공격에서 암살 당했다.",3,"지난 8월, 그는 거의 4년 동안 자칭 도네츠크 인민공화국(DNR)의 수장이었던 알렉산더 자자르첸코의 명확하지 않은 공격으로 사망했다.",1
